-2.513,14.000,297.127
-2.013,13.500,235.772
-1.594,13.153,175.917
-1.254,12.873,126.787
-0.983,12.632,90.235
-0.768,12.419,64.331
-0.599,12.226,46.258
-0.467,12.048,33.548
-0.364,11.882,24.381
-0.284,11.727,17.517
-0.221,11.581,12.147
-0.172,11.442,7.758
-0.134,11.310,4.023
-0.104,11.183,0.737
-0.081,11.062,-2.230
-0.063,10.945,-4.961
-0.049,10.832,-7.510
-0.038,10.724,-9.913
-0.030,10.618,-12.194
-0.023,10.516,-14.372
-0.018,10.417,-16.458
-0.014,10.321,-18.462
-0.011,10.227,-20.392
-0.008,10.136,-22.253
-0.007,10.047,-24.051
-0.005,9.960,-25.791
-0.004,9.875,-27.475
-0.003,9.792,-29.108
-0.002,9.711,-30.692
-0.002,9.632,-32.230
-0.001,9.554,-33.724
-0.001,9.477,-35.177
-0.001,9.403,-36.591
-0.001,9.329,-37.968
-0.001,9.257,-39.309
-0.000,9.186,-40.616
-0.000,9.116,-41.890
-0.000,9.048,-43.134
-0.000,8.981,-44.348
-0.000,8.914,-45.533
-0.000,8.849,-46.691
-0.000,8.785,-47.823
-0.000,8.722,-48.930
-0.000,8.660,-50.012
-0.000,8.598,-51.070
-0.000,8.538,-52.107
-0.000,8.478,-53.121
-0.000,8.419,-54.114
-0.000,8.361,-55.087
-0.000,8.304,-56.041
-0.000,8.248,-56.975
-0.000,8.192,-57.891
-0.000,8.137,-58.789
-0.000,8.083,-59.670
-0.000,8.029,-60.535
-0.000,7.976,-61.383
-0.000,7.924,-62.215
-0.000,7.872,-63.032
-0.000,7.821,-63.834
-0.000,7.770,-64.622
-0.000,7.720,-65.395
-0.000,7.671,-66.155
-0.000,7.622,-66.902
-0.000,7.574,-67.636
-0.000,7.526,-68.358
-0.000,7.479,-69.067
-0.000,7.432,-69.764
-0.000,7.386,-70.449
-0.000,7.340,-71.123
-0.000,7.295,-71.786
-0.000,7.250,-72.439
-0.000,7.206,-73.081
-0.000,7.162,-73.712
-0.000,7.118,-74.333
-0.000,7.075,-74.945
-0.000,7.032,-75.547
-0.000,6.990,-76.140
-0.000,6.948,-76.723
-0.000,6.907,-77.298
-0.000,6.866,-77.864
-0.000,6.825,-78.421
-0.000,6.785,-78.970
-0.000,6.745,-79.511
-0.000,6.705,-80.043
-0.000,6.666,-80.568
-0.000,6.627,-81.085
-0.000,6.588,-81.595
-0.000,6.550,-82.097
-0.000,6.512,-82.592
-0.000,6.475,-83.080
-0.000,6.437,-83.561
-0.000,6.400,-84.035
-0.000,6.364,-84.502
-0.000,6.327,-84.963
-0.000,6.291,-85.418
-0.000,6.256,-85.866
-0.000,6.220,-86.308
-0.000,6.185,-86.744
-0.000,6.150,-87.174
-0.000,6.116,-87.598
