-2.513,14.000,297.127
70.960,-14.000,229.829
250.891,39.200,1423.351
532.600,-87.080,7570.462
701.893,200.732,40324.615
885.943,-459.763,211256.843
957.965,1054.208,1111476.732
1145.363,-2416.782,5840866.196
1221.352,5540.673,30699150.732
1165.612,-12702.382,161350645.018
1137.985,29121.132,848040259.125
1008.175,-66762.296,4457204259.228
986.511,153057.381,23426561802.861
1037.344,-350895.090,123127364375.147
997.307,804452.315,647143526857.164
968.046,-1844264.980,3401313314695.643
1028.424,4228110.545,17876918776576.691
972.257,-9693248.516,93959066795869.641
1039.069,22222471.671,493838247156831.875
1142.854,-50946619.839,2595558073013137.000
1361.143,116798802.198,13641960194804806.000
1630.932,-267769682.031,71700602614752864.000
1751.717,613881317.836,376850272388020608.000
1789.722,-1407367217.716,1980682485501242368.000
1702.295,3226490899.712,10410243525927428096.000
1553.815,-7396963205.398,54715064662011355136.000
1397.571,16958071899.997,287576202565480284160.000
1218.350,-38877603494.853,1511468053503018532864.000
932.614,89129711350.219,7944105445373291528192.000
676.570,-204336294710.783,41753321336132048257024.000
443.161,468455700165.685,219450743017721995198464.000
161.003,-1073968495554.506,1153408329443609168314368.000
-213.675,2462150271702.678,6062183960445569543962624.000
-662.682,-5644657162234.143,31862154479161202482085888.000
-1188.831,12940783852777.279,167463886724301158814318592.000
-1718.219,-29667680766287.555,880171282050348512037568512.000
-2074.018,68015298923445.914,4626080887645702677996765184.000
-2352.113,-155929980644206.031,24314158863702468161045528576.000
-2487.821,357480732255092.750,127792473933637315720512536576.000
-2528.935,-819550373864461.750,671662815301378979332888723456.000
-2481.325,1878878369372061.250,3530183926894215787046856818688.000
-2367.816,-4307464238284932.000,18554248164103589521277556097024.000
-2333.094,9875172585176226.000,97519033587016115004731757166592.000
-2200.637,-22639545726291272.000,512549030692833389820406457696256.000
-1957.323,51902792206612008.000,2693899838842744389438361198133248.000
-1846.124,-118990896346224960.000,14158833413278052903108026493304832.000
-1824.671,272795216043778240.000,74417229896371647297123831928324096.000
-1696.796,-625402717194781184.000,391128558674615448470555206801686528.000
-1706.266,1433780857109484800.000,2055727546213608840844521079398465536.000
-1776.924,-3287046073983324160.000,10804671892489185871323640822168027136.000
-1895.630,7535790311966851072.000,56788135625933452450778444649365241856.000
-2121.843,-17276343059322011648.000,298472029503383855616278794443463589888.000
-2249.136,39607263093481988096.000,1568735289756300490052283220210187501568.000
-2246.200,-90802508631005593600.000,8245095573683844956696204168728737218560.000
-2188.105,208171303183044444160.000,43335291468927011697252524320395142103040.000
-2191.691,-477247733815689478144.000,227765399432211187676926085139234734211072.000
-2086.203,1094124867114550034432.000,1197109224838431717038947834813105653678080.000
-2051.899,-2508360207951765438464.000,6291870932835823438548875610794842212270080.000
-2124.960,5750596775511449403392.000,33069363274522681069334308369094053740937216.000
-2297.522,-13183658060628344438784.000,173808839859570729083244735485148020416184320.000
-2367.093,30224487413154167390208.000,913519639387914654256830938521300541827448832.000
-2548.569,-69291818339558452363264.000,4801356088802368932694405359148729322874863616.000
-2792.750,158856493516999786233856.000,25235385532516597312168095788596015804887072768.000
-2978.555,-364189974187902276468736.000,132634337298984922638501361880185010805335392256.000
-3253.977,834931795122314052370432.000,697111102506169835685482254822897484230125682688.000
-3395.384,-1914141387501509063737344.000,3663937251346202592160007545852599414773600223232.000
-3622.417,4388307251862950297731072.000,19257240536752958877743223568464693872843712102400.000
-3791.307,-10060511027290960528670720.000,101213882130243028202373771802193024368626284625920.000
-4014.736,23064447478529483278909440.000,531968737489845015950906400656839954486197839986688.000
-4240.018,-52876910133767883779473408.000,2795967625294564739111903195887079981878663673020416.000
-4376.395,121224131984835474618318848.000,14695290175476810745819166410661228859040600992776192.000
-4453.409,-277915069891578525523116032.000,77236786072840975932082682325934949141094598940033024.000
-4637.964,637140351580351160010145792.000,405947827611933458010802842692293844984955923190513664.000
-4871.424,-1460690230905087784218787840.000,2133615950661558736516394262558417320012855654274301952.000
-5206.529,3348737755141983534963490816.000,11214044552713371740577857118262154560380877673821372416.000
-5606.905,-7677222942584347832178704384.000,58939752110143469525868027921466040997656784267871518720.000
-6089.472,17600587570538044138461331456.000,309780682828178274357816957134193340023704295640158699520.000
-6403.135,-40350617032348194713014108160.000,1628172294891228360127935114812399076893015762867964608512.000
-6670.251,92506701174945816936118747136.000,8557489762270721993444232508053921411330418773272372969472.000
-7004.329,-212078287561510468761975521280.000,44977200055022724619768732966524197785667325091082311565312.000
-7394.230,486204777424321083669013856256.000,236395085590233618651719268187252247460646559268634328301568.000
-7857.423,-1114659535911569315490355478528.000,1242465880998595115716451088531201455260822591300312521244672.000
-8350.841,2555437417913870505848801853440.000,6530260396874309244599339686221179749145586933456940228935680.000
-8919.867,-5858524676356765936915327221760.000,34322311383481147774301330275278625544878644905991556919459840.000
-9331.820,13431090561200337609503136546816.000,180394193663164810550083344678254910357098323773292896690634752.000
-9580.882,-30791744275001731251639716675584.000,948131515497101929518531626712943733254750618471585072266870784.000
-9820.895,70592295627583593226668284575744.000,4983272201972157634320906228506211972867833312807796979613564928.000
-9979.009,-161837931539910343824028913893376.000,26191516085116705802783669342587547792381695066242671099699527680.000
-10219.179,371025135990654945716451548332032.000,137659651536883999407144179837400272022967587153881874022996639744.000
-10543.118,-850601896768163745934560685195264.000,723523586785597852127575903880917802230887135860747742542659846144.000
-10755.198,1950066226251100611655028118126592.000,3802758286765208839739358166563907948109234515294280483663719170048.000
-10859.900,-4470667536968438288489838312161280.000,19986868226103443938979812058840820338441943606595765586633873686528.000
-10883.365,10249327923866023529204519020789760.000,105048722890939812325205251629385384356916444649073652812770405515264.000
-10906.318,-23497323838617042623893954440986624.000,552124227576840751570948631650184011331120966656247687661604510367744.000
-10865.254,53869310424851806081615696219865088.000,2901902605649047498174756907953000258607578010360447961771682146811904.000
-10740.955,-123499281261973778217609214983929856.000,15252072472224108949508319734078258831035326456006087101528748775702528.000
-10739.181,283131013780116793018865190841614336.000,80163170964156684101192462549802896708195149556703040400292515539845120.000
-10783.815,-649098279317998403054761339374272512.000,421328576213586295918474674809675919534988595637320389736685952672202752.000
-10940.398,1488104643106302610787254539403657216.000,2214455428834536315131600624389850229351543833225037715251021481664053248.000
-11181.219,-3411587273288173759363392973786054656.000,11638927723261836034066340248870809493299765646070073848911080410188873728.000
