-2.513,14.000,297.127
-2.313,13.800,274.954
-2.115,13.600,249.625
-1.917,13.400,221.937
-1.719,13.200,192.736
-1.522,13.000,162.909
-1.325,12.800,133.372
-1.127,12.600,105.057
-0.928,12.400,78.881
-0.730,12.201,55.713
-0.532,12.001,36.319
-0.337,11.801,21.285
-0.146,11.601,10.912
0.037,11.402,5.081
0.206,11.202,3.129
0.355,11.002,3.843
0.477,10.803,5.667
0.569,10.603,7.113
0.628,10.404,7.131
0.658,10.205,5.224
0.660,10.006,1.355
0.638,9.807,-4.221
0.597,9.608,-11.097
0.538,9.409,-18.794
0.467,9.210,-26.821
0.384,9.011,-34.703
0.293,8.813,-42.007
0.197,8.614,-48.377
0.099,8.416,-53.564
0.002,8.218,-57.469
-0.090,8.020,-60.173
-0.173,7.822,-61.953
-0.242,7.624,-63.239
-0.293,7.427,-64.519
-0.325,7.229,-66.205
-0.336,7.032,-68.542
-0.329,6.835,-71.575
-0.304,6.639,-75.183
-0.265,6.442,-79.133
-0.214,6.246,-83.142
-0.154,6.050,-86.927
-0.088,5.854,-90.249
-0.020,5.659,-92.955
0.046,5.464,-95.018
0.105,5.269,-96.554
0.152,5.074,-97.802
0.185,4.880,-99.051
0.200,4.687,-100.535
0.198,4.493,-102.360
0.180,4.301,-104.482
0.148,4.109,-106.750
0.106,3.917,-108.961
0.056,3.726,-110.921
0.004,3.535,-112.500
-0.046,3.346,-113.676
-0.088,3.157,-114.551
-0.118,2.969,-115.317
-0.132,2.782,-116.168
-0.130,2.596,-117.202
-0.113,2.411,-118.390
-0.083,2.227,-119.606
-0.045,2.045,-120.692
-0.003,1.864,-121.524
0.038,1.686,-122.070
0.070,1.509,-122.414
0.090,1.334,-122.712
0.094,1.162,-123.095
0.083,0.993,-123.585
0.059,0.826,-124.102
0.026,0.664,-124.517
-0.010,0.506,-124.738
-0.042,0.352,-124.767
-0.064,0.204,-124.706
-0.071,0.061,-124.684
-0.062,-0.074,-124.751
-0.041,-0.202,-124.853
-0.012,-0.322,-124.888
0.019,-0.432,-124.792
0.043,-0.531,-124.604
0.054,-0.619,-124.432
0.051,-0.695,-124.358
0.033,-0.757,-124.357
0.007,-0.807,-124.346
-0.019,-0.842,-124.267
-0.038,-0.864,-124.162
-0.044,-0.872,-124.121
-0.034,-0.867,-124.177
-0.013,-0.849,-124.269
0.011,-0.819,-124.321
0.030,-0.778,-124.338
0.036,-0.728,-124.391
0.026,-0.668,-124.511
0.006,-0.601,-124.637
-0.015,-0.527,-124.708
-0.029,-0.448,-124.748
-0.027,-0.364,-124.821
-0.013,-0.278,-124.913
0.008,-0.191,-124.960
0.023,-0.104,-124.957
0.024,-0.019,-124.964
