-2.513,14.000,297.127
70.960,-14.000,229.829
16.750,-11.200,188.465
75.910,13.720,79.256
67.933,8.708,28.401
176.407,-13.219,63.744
216.539,-6.515,164.122
224.006,12.548,229.913
332.589,4.609,-92.907
481.254,-11.755,242.017
684.626,-2.973,-112.556
897.475,10.876,52.938
1195.592,1.588,29.295
1341.798,-9.947,216.873
1514.851,-0.434,-102.740
1599.671,8.996,184.054
1746.653,-0.509,-124.412
1887.998,-8.046,189.121
2002.862,1.263,-10.472
2230.656,7.115,-73.406
2420.100,-1.848,-56.228
2480.746,-6.219,-16.674
2647.408,2.285,77.464
2695.394,5.368,-95.653
2750.075,-2.593,54.231
2914.907,-4.572,-89.332
3122.188,2.791,-98.459
3374.591,3.836,-93.747
3539.612,-2.896,79.802
3585.543,-3.163,79.068
3731.067,2.922,-43.103
3975.873,2.554,-16.724
4319.017,-2.885,106.040
4549.892,-2.010,-76.956
4662.472,2.798,-109.646
4721.077,1.529,94.936
4689.852,-2.671,113.982
4596.875,-1.109,94.768
4596.117,2.515,131.255
4591.276,0.747,20.676
4710.290,-2.338,68.481
4925.357,-0.438,-98.544
5195.573,2.148,-97.058
5511.485,0.180,-53.181
5682.697,-1.951,116.689
5783.097,0.033,104.919
5805.508,1.753,-120.416
5845.058,-0.205,15.629
5756.629,-1.557,-39.174
5559.168,0.340,-14.813
5505.558,1.367,-8.507
5332.741,-0.443,14.293
5301.407,-1.186,5.192
5398.150,0.517,-78.026
5387.776,1.016,125.840
5371.512,-0.567,-102.037
5428.622,-0.858,-124.105
5486.333,0.596,-54.975
5426.186,0.712,99.594
5448.256,-0.608,-92.396
5384.336,-0.580,-116.923
5370.112,0.605,53.734
5470.344,0.462,84.421
5652.934,-0.591,44.649
5934.151,-0.356,118.874
6148.207,0.567,124.561
6354.628,0.264,85.891
6449.524,-0.537,123.569
6514.268,-0.184,-21.802
6695.616,0.502,79.711
6955.324,0.115,-123.339
7209.287,-0.463,98.329
7360.403,-0.058,117.493
7453.732,0.423,37.568
7418.451,0.010,50.927
7500.854,-0.381,-36.950
7694.385,0.030,101.418
7941.635,0.340,-118.866
8202.478,-0.061,121.987
8409.940,-0.300,124.424
8583.766,0.085,-74.214
8639.630,0.262,-121.026
8658.905,-0.102,-97.563
8598.120,-0.225,114.254
8492.596,0.115,80.515
8493.251,0.191,5.667
8618.713,-0.122,30.509
8852.852,-0.160,-123.463
9082.960,0.126,102.073
9362.232,0.131,-119.918
9578.354,-0.127,116.930
9728.636,-0.106,80.036
9767.864,0.124,99.347
9879.052,0.083,38.611
9860.232,-0.120,42.076
9725.583,-0.062,-88.133
9693.038,0.114,42.431
9781.331,0.045,2.260
9985.774,-0.107,27.471
10047.826,-0.029,-66.199
